Date,Product ID,Product Type,Size,Color,Quantity Sold,Sales Channel,Marketing Channel,Revenue,Production Time,Cost per Unit,Customer Satisfaction,Product Rating,Customer Comments,Material Type,Printing Method,Discount Applied,Estimated Delivery Date,Supplier,Shipping Cost,Customer Location,Payment Method,Internal Comments,Order Number
2023-05-07,4224,Tank Top,L,White,3,Social Media,Email,32.71,2.84,7.21,4.7,2.68,Will buy again,Cotton,Screen Printing,Yes,2023-05-08,Supplier A,11.32,City C,Bank Transfer,Urgent,581356
2023-05-08,6021,Short Sleeve,XL,Red,2,Online,Organic Search,29.52,4.76,5.81,1.2,2.95,Good quality,Cotton,Embroidery,Yes,2023-05-09,Supplier A,13.36,City A,Credit Card,Urgent,536154
2023-05-09,2134,Short Sleeve,M,Green,5,Social Media,Social Media,29.05,2.42,5.59,2.09,3.78,Not satisfied,Blend,Sublimation,No,2023-05-10,Supplier C,12.28,City B,Bank Transfer,Special instructions,585300
2023-05-10,1025,Short Sleeve,XL,White,7,Social Media,Organic Search,92.88,1.69,11.43,3.13,2.44,Fast delivery,Blend,Embroidery,Yes,2023-05-11,Supplier C,4.79,City A,Credit Card,Urgent,831770
2023-05-11,1956,Short Sleeve,XL,Black,4,Social Media,Organic Search,67.85,2.89,11.38,3.96,4.77,Will buy again,Polyester,Screen Printing,Yes,2023-05-12,Supplier A,9.9,City B,Credit Card,Handled with care,222932
2023-05-12,2913,Tank Top,M,Black,9,Fair,Email,40.01,3.61,14.96,1.91,2.09,Good quality,Blend,Embroidery,Yes,2023-05-13,Supplier B,6.57,City C,Credit Card,Special instructions,513206
2023-05-13,3934,Hoodie,L,Black,8,Fair,Social Media,25.72,1.51,10.85,2.2,4.86,Fast delivery,Cotton,Sublimation,No,2023-05-14,Supplier B,4.09,City A,PayPal,Special instructions,444395
2023-05-14,3721,Long Sleeve,L,White,6,Online,Social Media,62.89,1.49,8.45,1.78,2.55,Will buy again,Cotton,Screen Printing,Yes,2023-05-15,Supplier A,6.26,City C,Credit Card,Urgent,918551
2023-05-15,1928,Long Sleeve,S,Blue,1,Social Media,Organic Search,31.58,2.21,6.44,2.77,4.12,Will buy again,Cotton,Sublimation,No,2023-05-16,Supplier C,8.28,City C,Credit Card,Handled with care,561665
2023-05-16,6627,Short Sleeve,XL,White,3,Online,Email,82.27,4.63,13.57,3.02,4.24,Good quality,Polyester,Embroidery,No,2023-05-17,Supplier B,5.46,City C,Bank Transfer,Special instructions,585943
2023-05-17,7265,Tank Top,S,White,2,Fair,Social Media,59.69,3.7,8.26,4.6,3.48,Good quality,Polyester,Screen Printing,Yes,2023-05-18,Supplier A,12.46,City A,Credit Card,Handled with care,597685
2023-05-18,6446,Long Sleeve,M,Red,1,Fair,Social Media,78.12,1.89,10.66,4.08,4.25,Will buy again,Blend,Embroidery,Yes,2023-05-19,Supplier C,12.32,City C,Credit Card,Urgent,781402
2023-05-19,1469,Long Sleeve,XL,Green,6,Online,Organic Search,51.66,3.41,5.26,3.86,3.36,Fast delivery,Cotton,Embroidery,Yes,2023-05-20,Supplier A,5.94,City A,PayPal,Urgent,791617
2023-05-20,9717,Hoodie,M,White,8,Fair,Email,76.19,3.64,8.74,3.29,3.41,Good quality,Polyester,Sublimation,No,2023-05-21,Supplier A,12.08,City B,PayPal,Urgent,815878
2023-05-21,2863,Short Sleeve,S,White,4,Social Media,Social Media,74.77,3.09,14.77,2.31,1.56,Fast delivery,Blend,Embroidery,No,2023-05-22,Supplier B,7.08,City A,Bank Transfer,Handled with care,408922
2023-05-22,2720,Hoodie,M,Green,5,Fair,Email,64.91,4.04,6.85,1.28,4.56,Good quality,Blend,Sublimation,Yes,2023-05-23,Supplier A,10.69,City C,Credit Card,Handled with care,562242
2023-05-23,6272,Hoodie,M,Black,5,Social Media,Organic Search,87.66,1.1,14.92,2.04,1.62,Will buy again,Cotton,Embroidery,Yes,2023-05-24,Supplier A,9.68,City B,Credit Card,Urgent,458664
2023-05-24,1591,Short Sleeve,L,Green,8,Fair,Organic Search,66.6,1.76,17.91,1.78,3.02,Will buy again,Blend,Sublimation,No,2023-05-25,Supplier C,9.62,City B,PayPal,Special instructions,733918
2023-05-25,7185,Tank Top,XL,White,2,Fair,Social Media,66.25,4.87,18.04,1.91,2.27,Will buy again,Polyester,Screen Printing,No,2023-05-26,Supplier B,5.33,City C,Bank Transfer,Handled with care,611880
2023-05-26,3322,Hoodie,XL,Blue,8,Online,Email,44.64,2.99,7.36,1.91,2.15,Good quality,Polyester,Screen Printing,No,2023-05-27,Supplier C,4.95,City B,PayPal,Handled with care,935494
2023-05-27,1207,Long Sleeve,XL,Red,8,Fair,Social Media,94.52,1.31,12.01,2.72,1.68,Fast delivery,Polyester,Screen Printing,Yes,2023-05-28,Supplier A,8.8,City A,Credit Card,Special instructions,476928
2023-05-28,5262,Short Sleeve,M,Red,9,Online,Social Media,61.37,2.23,18.42,2.52,3.19,Fast delivery,Cotton,Sublimation,Yes,2023-05-29,Supplier A,13.68,City A,PayPal,Handled with care,442733
2023-05-29,4421,Tank Top,L,Green,6,Social Media,Email,51.34,1.01,15.95,2.35,4.38,Good quality,Cotton,Screen Printing,Yes,2023-05-30,Supplier A,3.58,City A,Bank Transfer,Handled with care,609219
2023-05-30,6249,Tank Top,S,Green,7,Online,Organic Search,63.33,3.32,18.0,4.52,2.99,Good quality,Polyester,Sublimation,Yes,2023-05-31,Supplier B,9.77,City C,Credit Card,Urgent,953150
2023-05-31,9408,Tank Top,XL,Black,2,Fair,Email,31.62,5.0,10.8,1.81,2.44,Fast delivery,Blend,Embroidery,Yes,2023-06-01,Supplier C,3.45,City C,Credit Card,Special instructions,256007
2023-06-01,9216,Long Sleeve,M,Red,1,Social Media,Email,41.21,3.36,12.49,1.65,4.71,Good quality,Blend,Embroidery,No,2023-06-02,Supplier B,4.78,City A,Bank Transfer,Urgent,998686
2023-06-02,6103,Hoodie,L,Green,1,Online,Social Media,44.53,3.44,18.43,1.3,1.54,Good quality,Cotton,Screen Printing,No,2023-06-03,Supplier A,5.08,City B,PayPal,Urgent,301712
2023-06-03,8939,Hoodie,L,White,1,Online,Organic Search,61.21,2.31,11.44,4.7,2.92,Good quality,Cotton,Sublimation,No,2023-06-04,Supplier B,9.02,City A,Bank Transfer,Handled with care,628329
2023-06-04,3282,Long Sleeve,XL,White,3,Online,Organic Search,75.64,1.95,15.05,1.78,4.05,Will buy again,Blend,Screen Printing,No,2023-06-05,Supplier B,14.51,City A,PayPal,Special instructions,785437
2023-06-05,2740,Long Sleeve,L,Blue,4,Online,Social Media,42.98,3.03,11.37,3.29,4.59,Good quality,Cotton,Embroidery,Yes,2023-06-06,Supplier C,9.93,City C,Credit Card,Handled with care,413709
2023-06-06,7118,Tank Top,L,Blue,2,Fair,Social Media,30.86,4.6,15.62,2.49,4.71,Will buy again,Cotton,Screen Printing,Yes,2023-06-07,Supplier C,14.38,City B,PayPal,Special instructions,420916
2023-06-07,6846,Tank Top,M,Green,7,Social Media,Organic Search,64.74,1.04,14.2,3.22,1.45,Not satisfied,Blend,Embroidery,No,2023-06-08,Supplier C,5.43,City B,Credit Card,Special instructions,895344
2023-06-08,4781,Hoodie,S,Black,5,Online,Social Media,88.37,3.28,11.62,3.57,3.16,Will buy again,Cotton,Sublimation,Yes,2023-06-09,Supplier A,5.79,City B,Credit Card,Special instructions,628655
2023-06-09,3775,Short Sleeve,L,Black,1,Online,Email,53.46,2.71,13.24,4.36,1.85,Will buy again,Polyester,Screen Printing,No,2023-06-10,Supplier C,8.19,City A,Credit Card,Handled with care,646661
2023-06-10,3603,Hoodie,S,Black,9,Online,Email,58.06,3.48,13.97,3.03,1.71,Not satisfied,Cotton,Screen Printing,Yes,2023-06-11,Supplier A,7.41,City A,Credit Card,Handled with care,971512
2023-06-11,8179,Hoodie,L,Black,9,Fair,Social Media,43.14,4.36,18.19,2.31,4.46,Good quality,Cotton,Sublimation,Yes,2023-06-12,Supplier A,14.3,City B,PayPal,Special instructions,501587
2023-06-12,7356,Hoodie,L,Red,7,Fair,Email,84.71,2.8,15.15,1.72,2.48,Good quality,Blend,Sublimation,Yes,2023-06-13,Supplier C,12.53,City B,PayPal,Handled with care,133245
2023-06-13,2162,Hoodie,L,Black,5,Online,Social Media,29.65,1.87,15.71,3.43,1.42,Not satisfied,Polyester,Sublimation,No,2023-06-14,Supplier B,14.78,City B,PayPal,Urgent,773259
2023-06-14,1623,Short Sleeve,XL,Blue,6,Online,Organic Search,33.69,2.51,19.55,1.53,1.87,Fast delivery,Blend,Embroidery,No,2023-06-15,Supplier A,8.23,City B,PayPal,Handled with care,313456
2023-06-15,9962,Long Sleeve,XL,Blue,6,Social Media,Social Media,100.0,1.6,6.01,4.42,2.52,Good quality,Cotton,Screen Printing,Yes,2023-06-16,Supplier A,3.34,City B,Credit Card,Handled with care,813994
2023-06-16,5051,Hoodie,XL,Red,8,Social Media,Organic Search,74.58,1.34,7.81,1.11,3.6,Good quality,Polyester,Screen Printing,Yes,2023-06-17,Supplier A,3.65,City C,Credit Card,Special instructions,507620
2023-06-17,2241,Long Sleeve,S,Green,8,Fair,Social Media,63.84,2.5,9.77,4.38,3.5,Will buy again,Blend,Sublimation,Yes,2023-06-18,Supplier B,6.02,City C,Credit Card,Urgent,168756
2023-06-18,5403,Short Sleeve,S,White,4,Online,Social Media,83.61,3.5,19.19,1.88,4.7,Good quality,Cotton,Sublimation,No,2023-06-19,Supplier A,7.23,City C,PayPal,Urgent,853112
2023-06-19,2198,Long Sleeve,XL,Blue,6,Fair,Email,99.75,2.05,8.43,2.95,2.26,Good quality,Cotton,Embroidery,No,2023-06-20,Supplier B,3.84,City A,Bank Transfer,Urgent,204151
2023-06-20,3997,Short Sleeve,S,Blue,6,Online,Email,35.27,4.66,13.48,3.92,2.59,Not satisfied,Blend,Screen Printing,No,2023-06-21,Supplier B,9.75,City C,PayPal,Urgent,629965
2023-06-21,6661,Short Sleeve,M,Red,5,Social Media,Email,83.31,3.76,6.77,4.14,2.13,Good quality,Polyester,Sublimation,No,2023-06-22,Supplier A,11.98,City B,Credit Card,Handled with care,229636
2023-06-22,1807,Hoodie,S,Blue,1,Social Media,Email,47.37,3.75,9.06,2.61,1.47,Fast delivery,Polyester,Sublimation,Yes,2023-06-23,Supplier B,9.66,City A,Bank Transfer,Handled with care,134933
2023-06-23,3121,Short Sleeve,M,White,6,Fair,Social Media,78.5,3.77,9.14,3.0,4.84,Will buy again,Cotton,Sublimation,Yes,2023-06-24,Supplier B,6.23,City C,Bank Transfer,Handled with care,157854
2023-06-24,9067,Tank Top,XL,Red,7,Fair,Email,76.61,1.01,15.63,1.12,1.38,Fast delivery,Polyester,Embroidery,Yes,2023-06-25,Supplier B,12.19,City A,PayPal,Urgent,502219
2023-06-25,4886,Long Sleeve,M,Black,8,Fair,Social Media,99.87,4.25,6.63,2.38,2.89,Not satisfied,Cotton,Screen Printing,No,2023-06-26,Supplier A,12.57,City B,Bank Transfer,Special instructions,399187
2023-06-26,9922,Hoodie,XL,Black,1,Social Media,Social Media,28.95,4.67,16.35,2.05,3.28,Will buy again,Polyester,Screen Printing,Yes,2023-06-27,Supplier B,7.34,City B,Bank Transfer,Urgent,951349
2023-06-27,7066,Tank Top,XL,Black,9,Online,Organic Search,20.17,1.08,9.55,2.56,3.8,Good quality,Cotton,Screen Printing,Yes,2023-06-28,Supplier C,11.28,City C,Bank Transfer,Urgent,303594
2023-06-28,2823,Long Sleeve,XL,White,1,Online,Social Media,79.82,3.39,16.0,2.2,2.09,Not satisfied,Cotton,Screen Printing,Yes,2023-06-29,Supplier B,12.16,City A,PayPal,Handled with care,601625
2023-06-29,1199,Tank Top,S,Green,8,Fair,Email,65.5,3.71,10.5,1.64,3.06,Fast delivery,Cotton,Screen Printing,Yes,2023-06-30,Supplier B,5.76,City C,Credit Card,Special instructions,641314
2023-06-30,2447,Hoodie,L,Blue,9,Online,Organic Search,75.27,1.78,11.4,4.77,2.55,Fast delivery,Cotton,Embroidery,No,2023-07-01,Supplier B,4.61,City B,PayPal,Special instructions,290789
2023-07-01,6181,Long Sleeve,L,White,9,Online,Organic Search,80.28,4.35,6.89,2.72,1.39,Not satisfied,Cotton,Sublimation,No,2023-07-02,Supplier B,13.1,City B,Credit Card,Urgent,410765
2023-07-02,6208,Long Sleeve,M,Green,5,Fair,Organic Search,59.48,3.5,6.6,3.55,1.48,Will buy again,Blend,Embroidery,Yes,2023-07-03,Supplier A,9.03,City C,PayPal,Special instructions,922984
2023-07-03,7177,Short Sleeve,L,Red,1,Social Media,Social Media,48.52,1.9,13.13,4.71,2.61,Good quality,Polyester,Screen Printing,No,2023-07-04,Supplier A,12.39,City B,PayPal,Special instructions,842626
2023-07-04,5863,Tank Top,XL,White,4,Fair,Email,81.63,4.87,14.56,3.29,1.01,Good quality,Blend,Embroidery,No,2023-07-05,Supplier B,7.62,City B,Bank Transfer,Special instructions,606413
2023-07-05,7180,Tank Top,L,Red,7,Fair,Organic Search,50.41,1.86,6.38,1.51,1.1,Not satisfied,Polyester,Embroidery,Yes,2023-07-06,Supplier B,14.03,City C,Credit Card,Urgent,541568
2023-07-06,2792,Long Sleeve,M,Green,9,Fair,Social Media,69.78,3.71,7.09,4.15,1.21,Will buy again,Cotton,Screen Printing,No,2023-07-07,Supplier C,10.62,City A,Credit Card,Urgent,111386
2023-07-07,2483,Tank Top,XL,White,4,Online,Social Media,91.47,2.9,5.49,4.1,4.06,Not satisfied,Polyester,Sublimation,No,2023-07-08,Supplier C,14.62,City B,Credit Card,Handled with care,227006
2023-07-08,9389,Long Sleeve,S,Blue,5,Fair,Organic Search,32.67,3.89,7.44,2.62,4.56,Good quality,Blend,Sublimation,No,2023-07-09,Supplier C,5.58,City B,PayPal,Handled with care,200268
2023-07-09,1894,Long Sleeve,XL,Green,5,Fair,Email,20.71,1.39,8.34,3.16,4.62,Good quality,Cotton,Embroidery,No,2023-07-10,Supplier B,9.41,City C,PayPal,Special instructions,781590
2023-07-10,6374,Short Sleeve,XL,Blue,5,Social Media,Social Media,40.54,4.81,15.36,2.7,1.03,Good quality,Blend,Screen Printing,No,2023-07-11,Supplier A,5.0,City A,Bank Transfer,Urgent,319553
2023-07-11,1136,Long Sleeve,M,Red,2,Social Media,Organic Search,83.8,1.82,5.98,1.9,3.62,Fast delivery,Blend,Embroidery,No,2023-07-12,Supplier B,4.6,City A,Bank Transfer,Handled with care,155599
2023-07-12,7273,Tank Top,S,Blue,4,Fair,Social Media,65.35,1.88,15.31,4.05,2.15,Good quality,Polyester,Sublimation,No,2023-07-13,Supplier A,11.3,City C,PayPal,Special instructions,774531
2023-07-13,4419,Hoodie,XL,White,9,Social Media,Email,95.69,3.22,11.08,3.98,1.28,Not satisfied,Blend,Embroidery,Yes,2023-07-14,Supplier B,5.65,City A,Bank Transfer,Urgent,648913
2023-07-14,1168,Short Sleeve,S,White,9,Fair,Email,63.83,2.4,7.14,3.59,1.42,Not satisfied,Blend,Sublimation,Yes,2023-07-15,Supplier B,12.55,City A,Bank Transfer,Urgent,477121
2023-07-15,7004,Hoodie,XL,Black,4,Social Media,Email,41.26,2.77,19.73,2.82,1.27,Fast delivery,Cotton,Sublimation,No,2023-07-16,Supplier C,9.36,City C,Bank Transfer,Handled with care,206852
2023-07-16,3852,Long Sleeve,XL,Blue,3,Fair,Email,81.27,1.15,12.56,2.86,3.2,Good quality,Blend,Screen Printing,Yes,2023-07-17,Supplier B,13.05,City B,PayPal,Special instructions,783560
2023-07-17,5419,Short Sleeve,M,Black,2,Social Media,Social Media,72.6,1.94,9.41,2.19,2.23,Fast delivery,Cotton,Sublimation,No,2023-07-18,Supplier C,6.68,City A,PayPal,Urgent,658985
2023-07-18,9039,Short Sleeve,XL,Green,5,Online,Email,85.65,4.09,5.83,2.06,1.67,Will buy again,Blend,Sublimation,Yes,2023-07-19,Supplier C,9.73,City C,PayPal,Handled with care,244385
2023-07-19,9700,Long Sleeve,XL,Red,8,Social Media,Organic Search,73.44,4.61,9.71,4.4,1.58,Not satisfied,Polyester,Screen Printing,No,2023-07-20,Supplier B,10.0,City A,Credit Card,Urgent,867357
2023-07-20,4186,Tank Top,XL,Green,7,Social Media,Email,56.16,1.93,14.19,4.44,4.36,Fast delivery,Polyester,Screen Printing,Yes,2023-07-21,Supplier C,5.84,City B,Bank Transfer,Urgent,660660
2023-07-21,6918,Long Sleeve,L,Red,9,Fair,Email,42.17,4.09,8.69,1.06,1.09,Will buy again,Cotton,Screen Printing,No,2023-07-22,Supplier B,11.73,City C,Bank Transfer,Handled with care,156059
2023-07-22,6149,Long Sleeve,S,Blue,1,Social Media,Organic Search,24.45,1.12,13.54,3.88,2.98,Not satisfied,Polyester,Screen Printing,No,2023-07-23,Supplier C,11.33,City A,PayPal,Special instructions,903235
2023-07-23,2777,Long Sleeve,M,White,2,Social Media,Email,44.63,1.18,9.17,2.32,1.29,Not satisfied,Blend,Embroidery,No,2023-07-24,Supplier C,12.88,City B,PayPal,Handled with care,382916
2023-07-24,4361,Long Sleeve,M,Blue,2,Online,Email,23.7,2.57,5.67,4.68,1.58,Not satisfied,Blend,Screen Printing,Yes,2023-07-25,Supplier A,9.62,City A,Bank Transfer,Urgent,366155
2023-07-25,9338,Long Sleeve,M,Red,4,Fair,Organic Search,54.4,1.59,11.2,1.97,2.86,Good quality,Polyester,Sublimation,No,2023-07-26,Supplier C,8.68,City C,Bank Transfer,Special instructions,277221
2023-07-26,6393,Tank Top,XL,Black,8,Online,Email,38.06,1.66,10.35,2.34,1.83,Not satisfied,Polyester,Sublimation,Yes,2023-07-27,Supplier A,6.78,City A,Bank Transfer,Urgent,460638
2023-07-27,5317,Short Sleeve,S,Red,9,Fair,Social Media,76.29,3.51,8.69,3.99,3.55,Good quality,Blend,Embroidery,No,2023-07-28,Supplier A,8.16,City A,PayPal,Urgent,708339
2023-07-28,5605,Tank Top,L,Black,5,Fair,Social Media,37.61,4.43,12.93,1.3,2.52,Good quality,Polyester,Sublimation,Yes,2023-07-29,Supplier B,10.1,City C,Credit Card,Handled with care,636293
2023-07-29,3562,Long Sleeve,L,Green,7,Fair,Email,26.51,4.12,10.84,3.83,4.14,Fast delivery,Blend,Sublimation,Yes,2023-07-30,Supplier B,6.38,City B,Bank Transfer,Special instructions,990715
2023-07-30,7213,Short Sleeve,M,White,3,Social Media,Social Media,87.1,2.35,19.25,3.7,3.63,Will buy again,Polyester,Screen Printing,No,2023-07-31,Supplier C,9.09,City B,Bank Transfer,Urgent,655878
2023-07-31,5652,Short Sleeve,S,Green,7,Fair,Organic Search,24.8,4.5,14.32,2.22,4.91,Fast delivery,Blend,Screen Printing,Yes,2023-08-01,Supplier C,11.76,City B,Credit Card,Special instructions,691355
2023-08-01,7235,Short Sleeve,L,Blue,1,Online,Social Media,80.08,4.37,10.37,3.85,2.43,Good quality,Cotton,Sublimation,Yes,2023-08-02,Supplier B,8.26,City A,PayPal,Handled with care,747938
2023-08-02,1423,Hoodie,M,Black,1,Social Media,Email,94.35,3.1,8.22,4.61,2.78,Will buy again,Polyester,Embroidery,No,2023-08-03,Supplier C,5.69,City C,Credit Card,Special instructions,371513
2023-08-03,7854,Tank Top,L,Black,3,Fair,Email,28.57,2.9,14.98,4.22,3.67,Good quality,Blend,Screen Printing,Yes,2023-08-04,Supplier B,8.28,City A,PayPal,Special instructions,693601
2023-08-04,1967,Tank Top,L,Green,1,Fair,Email,64.77,1.23,18.8,3.07,2.69,Will buy again,Cotton,Embroidery,Yes,2023-08-05,Supplier B,13.24,City A,Credit Card,Handled with care,286232
2023-08-05,5370,Tank Top,S,White,6,Social Media,Email,56.14,1.6,14.41,1.53,1.96,Good quality,Cotton,Sublimation,No,2023-08-06,Supplier B,9.8,City B,PayPal,Urgent,943277
2023-08-06,7187,Long Sleeve,M,White,1,Online,Organic Search,83.9,1.34,17.44,4.57,1.03,Not satisfied,Polyester,Sublimation,No,2023-08-07,Supplier B,11.48,City C,Credit Card,Handled with care,313580
2023-08-07,6203,Tank Top,L,Green,5,Online,Email,69.88,3.11,15.26,2.96,2.1,Fast delivery,Blend,Sublimation,No,2023-08-08,Supplier B,5.38,City C,PayPal,Special instructions,454615
2023-08-08,1433,Hoodie,XL,White,8,Social Media,Organic Search,42.26,3.71,19.21,2.63,4.46,Good quality,Blend,Embroidery,Yes,2023-08-09,Supplier B,4.73,City A,Bank Transfer,Handled with care,674073
2023-08-09,7237,Hoodie,XL,Blue,8,Social Media,Organic Search,20.12,3.48,11.11,3.19,3.36,Good quality,Blend,Sublimation,No,2023-08-10,Supplier B,5.53,City C,Credit Card,Special instructions,295731
2023-08-10,2429,Tank Top,L,Red,2,Social Media,Email,58.63,4.49,16.59,1.85,1.02,Will buy again,Cotton,Screen Printing,Yes,2023-08-11,Supplier A,11.5,City B,Credit Card,Handled with care,315763
2023-08-11,3546,Hoodie,S,Black,9,Social Media,Social Media,91.53,3.63,12.64,2.34,4.15,Will buy again,Blend,Sublimation,Yes,2023-08-12,Supplier A,13.52,City B,PayPal,Handled with care,638368
2023-08-12,1329,Tank Top,S,Black,7,Social Media,Social Media,92.43,4.32,5.74,3.94,1.06,Not satisfied,Blend,Embroidery,No,2023-08-13,Supplier B,14.83,City C,PayPal,Handled with care,705438
2023-08-13,4612,Hoodie,L,Black,6,Fair,Social Media,30.02,1.56,5.2,3.25,4.81,Good quality,Blend,Sublimation,No,2023-08-14,Supplier A,13.53,City C,Bank Transfer,Handled with care,529873
2023-08-14,9401,Short Sleeve,S,Red,2,Online,Email,88.85,1.69,11.38,4.05,3.06,Good quality,Cotton,Sublimation,Yes,2023-08-15,Supplier C,13.36,City B,Credit Card,Special instructions,625483
2023-08-15,7761,Short Sleeve,S,Blue,6,Social Media,Social Media,22.75,4.67,14.9,4.05,4.63,Good quality,Polyester,Sublimation,No,2023-08-16,Supplier B,12.2,City A,Credit Card,Special instructions,447881
2023-08-16,4968,Long Sleeve,XL,Green,5,Fair,Organic Search,27.39,2.42,17.95,4.01,4.54,Not satisfied,Polyester,Screen Printing,No,2023-08-17,Supplier A,14.86,City B,Credit Card,Urgent,866419
2023-08-17,9150,Short Sleeve,M,White,3,Social Media,Social Media,97.3,1.87,5.49,1.58,4.54,Good quality,Cotton,Screen Printing,No,2023-08-18,Supplier C,3.73,City A,Credit Card,Urgent,227257
2023-08-18,2040,Long Sleeve,M,White,7,Online,Organic Search,50.96,4.65,19.13,3.6,2.5,Not satisfied,Cotton,Embroidery,Yes,2023-08-19,Supplier A,11.42,City B,PayPal,Special instructions,540771
2023-08-19,7250,Short Sleeve,L,Red,2,Online,Social Media,25.66,4.88,18.27,2.92,1.74,Not satisfied,Polyester,Sublimation,Yes,2023-08-20,Supplier A,11.94,City B,Credit Card,Urgent,966242
2023-08-20,9356,Hoodie,L,Black,2,Online,Organic Search,57.64,3.55,18.1,1.25,2.4,Good quality,Blend,Screen Printing,Yes,2023-08-21,Supplier A,8.76,City C,Bank Transfer,Handled with care,848422
2023-08-21,9798,Long Sleeve,L,White,8,Online,Social Media,23.69,2.55,14.64,4.34,1.54,Good quality,Blend,Embroidery,Yes,2023-08-22,Supplier C,14.56,City B,PayPal,Special instructions,365651
2023-08-22,8704,Hoodie,XL,Green,6,Fair,Social Media,21.31,3.75,12.0,1.88,4.34,Not satisfied,Polyester,Screen Printing,Yes,2023-08-23,Supplier B,11.19,City C,Credit Card,Special instructions,799977
2023-08-23,7772,Hoodie,XL,White,5,Online,Organic Search,64.94,1.06,17.06,1.05,3.27,Fast delivery,Blend,Embroidery,No,2023-08-24,Supplier A,8.85,City C,Credit Card,Special instructions,195872
2023-08-24,6311,Long Sleeve,S,Black,2,Social Media,Social Media,36.9,1.58,8.09,3.57,1.99,Will buy again,Cotton,Sublimation,Yes,2023-08-25,Supplier C,9.41,City B,Bank Transfer,Handled with care,716551
2023-08-25,7011,Short Sleeve,XL,Green,6,Online,Social Media,69.75,2.47,9.38,1.69,4.28,Will buy again,Blend,Sublimation,No,2023-08-26,Supplier B,13.55,City A,PayPal,Urgent,220006
